,ONT NE ID,ONT PON Branch ID,OLT Location,Vendor name,Model,Serialnumber,Software revision,Hardware revision,Distance from OLT,Flag for Wholesale or on-net,Consolidated,Uptime - powered,Uptime - online,Hierarchy Path,Flag for B2B or B2C.,Latitude,Longitude
356,DTAL095,DTAL_008_101_2_2021_2_308_205,Derry Zone 1,Nokia,XS-010X-Q,SMBS03458762,3FE49337AOCK456,3FE49331BAAA377,18.1km,On-Net,N,391 days : 2hrs : 30s,379 days : 1 hr : 46 mins,VMIE->DTAL095,Residential,55.03223287,-7.328813228
357,DTAL095,DTAL_008_101_2_2021_2_308_206,Derry Zone 1,Nokia,XS-010X-Q,SMBS03458763,3FE49337AOCK457,3FE49331BAAA378,18.1km,On-Net,N,392 days : 2hrs : 30s,380 days : 1 hr : 46 mins,VMIE->DTAL095,Residential,55.02751026,-7.325723323
358,DTAL095,DTAL_0010_101_2_2021_2_308_26,Derry Zone 1,Nokia,XS-010X-Q,SMBS03458764,3FE49337AOCK458,3FE49331BAAA379,18.1km,On-Net,N,393 days : 2hrs : 30s,381 days : 1 hr : 46 mins,VMIE->DTAL095,Residential,55.02101577,-7.315766962
359,DTAL095,DTAL_0010_101_2_2021_2_308_26,Derry Zone 1,Nokia,XS-010X-Q,SMBS03458765,3FE49337AOCK459,3FE49331BAAA380,18.1km,On-Net,N,394 days : 2hrs : 30s,382 days : 1 hr : 46 mins,VMIE->DTAL095,Residential,55.017669718,-7.33327642
360,DTAL095,DTAL_008_101_2_2021_2_308_207,Derry Zone 1,Nokia,XS-010X-Q,SMBS03458766,3FE49337AOCK460,3FE49331BAAA381,18.1km,On-Net,N,395 days : 2hrs : 30s,383 days : 1 hr : 46 mins,VMIE->DTAL095,Residential,55.0017229,-7.33636632
361,DTAL095,DTAL_008_101_2_2021_2_308_208,Derry Zone 1,Nokia,XS-010X-Q,SMBS03458767,3FE49337AOCK461,3FE49331BAAA382,18.1km,On-Net,N,396 days : 2hrs : 30s,384 days : 1 hr : 46 mins,VMIE->DTAL095,Residential,54.99758751,-7.33705297
362,DTAL095,DTAL_0010_101_2_2021_2_308_26,Derry Zone 1,Nokia,XS-010X-Q,SMBS03458768,3FE49337AOCK462,3FE49331BAAA383,18.1km,On-Net,N,397 days : 2hrs : 30s,385 days : 1 hr : 46 mins,VMIE->DTAL095,Residential,55.02869096,-7.3058106
363,DTAL096,DTAL_0010_101_2_2021_2_308_26,Derry Zone 2,Nokia,XS-010X-Q,SMBS03458769,3FE49337AOCK463,3FE49331BAAA384,18.1km,On-Net,N,398 days : 2hrs : 30s,386 days : 1 hr : 46 mins,VMIE->DTAL096,Residential,54.977877270404,-7.30498166494018
364,DTAL096,DTAL_008_101_2_2021_2_308_209,Derry Zone 2,Nokia,XS-010X-Q,SMBS03458770,3FE49337AOCK464,3FE49331BAAA385,18.1km,On-Net,N,399 days : 2hrs : 30s,387 days : 1 hr : 46 mins,VMIE->DTAL096,Residential,54.9786587792956,-7.26715313057413
365,DTAL096,DTAL_008_101_2_2021_2_308_210,Derry Zone 2,Nokia,XS-010X-Q,SMBS03458771,3FE49337AOCK465,3FE49331BAAA386,18.1km,On-Net,N,400 days : 2hrs : 30s,388 days : 1 hr : 46 mins,VMIE->DTAL096,Residential,54.971897726902,-7.28673386057701
366,DTAL096,DTAL_0010_101_2_2021_2_308_26,Derry Zone 2,Nokia,XS-010X-Q,SMBS03458772,3FE49337AOCK466,3FE49331BAAA387,18.1km,On-Net,N,401 days : 2hrs : 30s,389 days : 1 hr : 46 mins,VMIE->DTAL096,Residential,54.9829523701279,-7.27033698911118
367,DTAL096,DTAL_0010_101_2_2021_2_308_26,Derry Zone 2,Nokia,XS-010X-Q,SMBS03458773,3FE49337AOCK467,3FE49331BAAA388,18.1km,On-Net,N,402 days : 2hrs : 30s,390 days : 1 hr : 46 mins,VMIE->DTAL096,Residential,54.9768315800935,-7.29166884130944
368,DTAL096,DTAL_008_101_2_2021_2_308_211,Derry Zone 2,Nokia,XS-010X-Q,SMBS03458774,3FE49337AOCK468,3FE49331BAAA389,18.1km,On-Net,N,403 days : 2hrs : 30s,391 days : 1 hr : 46 mins,VMIE->DTAL096,Residential,54.987976201881,-7.30456346838451
369,DTAL096,DTAL_008_101_2_2021_2_308_212,Derry Zone 2,Nokia,XS-010X-Q,SMBS03458775,3FE49337AOCK469,3FE49331BAAA390,18.1km,On-Net,N,404 days : 2hrs : 30s,392 days : 1 hr : 46 mins,VMIE->DTAL096,Residential,54.9850533217155,-7.31968679643551
370,DTAL096,DTAL_0010_101_2_2021_2_308_26,Derry Zone 2,Nokia,XS-010X-Q,SMBS03458776,3FE49337AOCK470,3FE49331BAAA391,18.1km,On-Net,N,405 days : 2hrs : 30s,393 days : 1 hr : 46 mins,VMIE->DTAL096,Residential,55.0013091419707,-7.29405673521223
371,DTAL096,DTAL_0010_101_2_2021_2_308_26,Derry Zone 2,Nokia,XS-010X-Q,SMBS03458777,3FE49337AOCK471,3FE49331BAAA392,18.1km,On-Net,N,406 days : 2hrs : 30s,394 days : 1 hr : 46 mins,VMIE->DTAL096,Residential,54.9817648271128,-7.29437512106594
372,DTAL096,DTAL_008_101_2_2021_2_308_213,Derry Zone 2,Nokia,XS-010X-Q,SMBS03458778,3FE49337AOCK472,3FE49331BAAA393,18.1km,On-Net,N,407 days : 2hrs : 30s,395 days : 1 hr : 46 mins,VMIE->DTAL096,Residential,54.9992090412702,-7.29564866448076
373,DTAL096,DTAL_008_101_2_2021_2_308_214,Derry Zone 2,Nokia,XS-010X-Q,SMBS03458779,3FE49337AOCK473,3FE49331BAAA394,18.1km,On-Net,N,408 days : 2hrs : 30s,396 days : 1 hr : 46 mins,VMIE->DTAL096,Residential,54.9728114491538,-7.29501189277335
374,DTAL096,DTAL_0010_101_2_2021_2_308_26,Derry Zone 2,Nokia,XS-010X-Q,SMBS03458780,3FE49337AOCK474,3FE49331BAAA395,18.1km,On-Net,N,409 days : 2hrs : 30s,397 days : 1 hr : 46 mins,VMIE->DTAL096,Residential,55.0007613002126,-7.29644462911502
375,DTAL096,DTAL_0010_101_2_2021_2_308_26,Derry Zone 2,Nokia,XS-010X-Q,SMBS03458781,3FE49337AOCK475,3FE49331BAAA396,18.1km,On-Net,N,410 days : 2hrs : 30s,398 days : 1 hr : 46 mins,VMIE->DTAL096,Residential,54.9907162087369,-7.31061279960491
376,DTAL096,DTAL_008_101_2_2021_2_308_215,Derry Zone 2,Nokia,XS-010X-Q,SMBS03458782,3FE49337AOCK476,3FE49331BAAA397,18.1km,On-Net,N,411 days : 2hrs : 30s,399 days : 1 hr : 46 mins,VMIE->DTAL096,Residential,54.9883415469364,-7.31729890253272
377,DTAL096,DTAL_008_101_2_2021_2_308_216,Derry Zone 2,Nokia,XS-010X-Q,SMBS03458783,3FE49337AOCK477,3FE49331BAAA398,18.1km,On-Net,N,412 days : 2hrs : 30s,400 days : 1 hr : 46 mins,VMIE->DTAL096,Residential,55.0035004341904,-7.31156795716603
378,DTAL096,DTAL_0010_101_2_2021_2_308_26,Derry Zone 2,Nokia,XS-010X-Q,SMBS03458784,3FE49337AOCK478,3FE49331BAAA399,18.1km,On-Net,N,413 days : 2hrs : 30s,401 days : 1 hr : 46 mins,VMIE->DTAL096,Residential,55.0097997325832,-7.2860970888696
379,DTAL096,DTAL_0010_101_2_2021_2_308_26,Derry Zone 2,Nokia,XS-010X-Q,SMBS03458785,3FE49337AOCK479,3FE49331BAAA400,18.1km,On-Net,N,414 days : 2hrs : 30s,402 days : 1 hr : 46 mins,VMIE->DTAL096,Residential,54.9781106282658,-7.26603878008616
380,DTAL096,DTAL_008_101_2_2021_2_308_217,Derry Zone 2,Nokia,XS-010X-Q,SMBS03458786,3FE49337AOCK480,3FE49331BAAA401,18.1km,On-Net,N,415 days : 2hrs : 30s,403 days : 1 hr : 46 mins,VMIE->DTAL096,Residential,54.9881588748244,-7.30647378350674
381,DTAL096,DTAL_008_101_2_2021_2_308_218,Derry Zone 2,Nokia,XS-010X-Q,SMBS03458787,3FE49337AOCK481,3FE49331BAAA402,18.1km,On-Net,N,416 days : 2hrs : 30s,404 days : 1 hr : 46 mins,VMIE->DTAL096,Residential,54.9923601230625,-7.29883252301781
382,DTAL096,DTAL_0010_101_2_2021_2_308_26,Derry Zone 2,Nokia,XS-010X-Q,SMBS03458788,3FE49337AOCK482,3FE49331BAAA403,18.1km,On-Net,N,417 days : 2hrs : 30s,405 days : 1 hr : 46 mins,VMIE->DTAL096,Residential,54.9782933461072,-7.29087287667518
383,DTAL096,DTAL_0010_101_2_2021_2_308_26,Derry Zone 2,Nokia,XS-010X-Q,SMBS03458789,3FE49337AOCK483,3FE49331BAAA404,18.1km,On-Net,N,418 days : 2hrs : 30s,406 days : 1 hr : 46 mins,VMIE->DTAL096,Residential,55.0061480859228,-7.29915090887152
384,DTAL096,DTAL_008_101_2_2021_2_308_219,Derry Zone 2,Nokia,XS-010X-Q,SMBS03458790,3FE49337AOCK484,3FE49331BAAA405,18.1km,On-Net,N,419 days : 2hrs : 30s,407 days : 1 hr : 46 mins,VMIE->DTAL096,Residential,54.9846879467294,-7.28546031716219
385,DTAL096,DTAL_008_101_2_2021_2_308_220,Derry Zone 2,Nokia,XS-010X-Q,SMBS03458791,3FE49337AOCK485,3FE49331BAAA406,18.1km,On-Net,N,420 days : 2hrs : 30s,408 days : 1 hr : 46 mins,VMIE->DTAL096,Residential,54.9998482139907,-7.27176972545285
386,DTAL096,DTAL_0010_101_2_2021_2_308_26,Derry Zone 2,Nokia,XS-010X-Q,SMBS03458792,3FE49337AOCK486,3FE49331BAAA407,18.1km,On-Net,N,421 days : 2hrs : 30s,409 days : 1 hr : 46 mins,VMIE->DTAL096,Residential,55.0003960682176,-7.28163968691772
387,DTAL096,DTAL_0010_101_2_2021_2_308_26,Derry Zone 2,Nokia,XS-010X-Q,SMBS03458793,3FE49337AOCK487,3FE49331BAAA408,18.1km,On-Net,N,422 days : 2hrs : 30s,410 days : 1 hr : 46 mins,VMIE->DTAL096,Residential,54.9865147884034,-7.29150964838259
388,DTAL097,DTAL_008_101_2_2021_2_308_221,Newtownards,Nokia,XS-010X-Q,SMBS03458794,3FE49337AOCK488,3FE49331BAAA409,18.1km,On-Net,N,423 days : 2hrs : 30s,411 days : 1 hr : 46 mins,VMIE->DTAL097,Residential,54.608901311339,-5.70727034618719
389,DTAL097,DTAL_008_101_2_2021_2_308_222,Newtownards,Nokia,XS-010X-Q,SMBS03458795,3FE49337AOCK489,3FE49331BAAA410,18.1km,On-Net,N,424 days : 2hrs : 30s,412 days : 1 hr : 46 mins,VMIE->DTAL097,Residential,54.5757475097828,-5.70775859721124
390,DTAL097,DTAL_0010_101_2_2021_2_308_26,Newtownards,Nokia,XS-010X-Q,SMBS03458796,3FE49337AOCK490,3FE49331BAAA411,18.1km,On-Net,N,425 days : 2hrs : 30s,413 days : 1 hr : 46 mins,VMIE->DTAL097,Residential,54.5740349822759,-5.70426694397379
391,DTAL097,DTAL_0010_101_2_2021_2_308_26,Newtownards,Nokia,XS-010X-Q,SMBS03458797,3FE49337AOCK491,3FE49331BAAA412,18.1km,On-Net,N,426 days : 2hrs : 30s,414 days : 1 hr : 46 mins,VMIE->DTAL097,Residential,54.5811959822175,-5.71071307302754
392,DTAL097,DTAL_008_101_2_2021_2_308_223,Newtownards,Nokia,XS-010X-Q,SMBS03458798,3FE49337AOCK492,3FE49331BAAA413,18.1km,On-Net,N,427 days : 2hrs : 30s,415 days : 1 hr : 46 mins,VMIE->DTAL097,Residential,54.5938025105156,-5.71863643998945
393,DTAL097,DTAL_008_101_2_2021_2_308_224,Newtownards,Nokia,XS-010X-Q,SMBS03458799,3FE49337AOCK493,3FE49331BAAA414,18.1km,On-Net,N,428 days : 2hrs : 30s,416 days : 1 hr : 46 mins,VMIE->DTAL097,Residential,54.5861768052546,-5.67593083500833
394,DTAL097,DTAL_0010_101_2_2021_2_308_26,Newtownards,Nokia,XS-010X-Q,SMBS03458800,3FE49337AOCK494,3FE49331BAAA415,18.1km,On-Net,N,429 days : 2hrs : 30s,417 days : 1 hr : 46 mins,VMIE->DTAL097,Residential,54.6014267882214,-5.7081614802771
395,DTAL097,DTAL_0010_101_2_2021_2_308_26,Newtownards,Nokia,XS-010X-Q,SMBS03458801,3FE49337AOCK495,3FE49331BAAA416,18.1km,On-Net,N,430 days : 2hrs : 30s,418 days : 1 hr : 46 mins,VMIE->DTAL097,Residential,54.6084274185148,-5.70789289156653
396,DTAL097,DTAL_008_101_2_2021_2_308_225,Newtownards,Nokia,XS-010X-Q,SMBS03458802,3FE49337AOCK496,3FE49331BAAA417,18.1km,On-Net,N,431 days : 2hrs : 30s,419 days : 1 hr : 46 mins,VMIE->DTAL097,Residential,54.6085829744038,-5.70493841575022
397,DTAL097,DTAL_008_101_2_2021_2_308_226,Newtownards,Nokia,XS-010X-Q,SMBS03458803,3FE49337AOCK497,3FE49331BAAA418,18.1km,On-Net,N,432 days : 2hrs : 30s,420 days : 1 hr : 46 mins,VMIE->DTAL097,Residential,54.5837867038375,-5.67318285317759
398,DTAL097,DTAL_0010_101_2_2021_2_308_26,Newtownards,Nokia,XS-010X-Q,SMBS03458804,3FE49337AOCK498,3FE49331BAAA419,18.1km,On-Net,N,433 days : 2hrs : 30s,421 days : 1 hr : 46 mins,VMIE->DTAL097,Residential,54.6014491872078,-5.69453565566815
399,DTAL097,DTAL_0010_101_2_2021_2_308_26,Newtownards,Nokia,XS-010X-Q,SMBS03458805,3FE49337AOCK499,3FE49331BAAA420,18.1km,On-Net,N,434 days : 2hrs : 30s,422 days : 1 hr : 46 mins,VMIE->DTAL097,Residential,54.5862770331154,-5.70635355893337
400,DTAL097,DTAL_008_101_2_2021_2_308_227,Newtownards,Nokia,XS-010X-Q,SMBS03458806,3FE49337AOCK500,3FE49331BAAA421,18.1km,On-Net,N,435 days : 2hrs : 30s,423 days : 1 hr : 46 mins,VMIE->DTAL097,Residential,54.6070497846673,-5.67479438544103
401,DTAL097,DTAL_008_101_2_2021_2_308_228,Newtownards,Nokia,XS-010X-Q,SMBS03458807,3FE49337AOCK501,3FE49331BAAA422,18.1km,On-Net,N,436 days : 2hrs : 30s,424 days : 1 hr : 46 mins,VMIE->DTAL097,Residential,54.5945251616088,-5.68513505079809
402,DTAL097,DTAL_0010_101_2_2021_2_308_26,Newtownards,Nokia,XS-010X-Q,SMBS03458808,3FE49337AOCK502,3FE49331BAAA423,18.1km,On-Net,N,437 days : 2hrs : 30s,425 days : 1 hr : 46 mins,VMIE->DTAL097,Residential,54.5851097102202,-5.670094083006
403,DTAL097,DTAL_0010_101_2_2021_2_308_26,Newtownards,Nokia,XS-010X-Q,SMBS03458809,3FE49337AOCK503,3FE49331BAAA424,18.1km,On-Net,N,438 days : 2hrs : 30s,426 days : 1 hr : 46 mins,VMIE->DTAL097,Residential,54.6008268510411,-5.66163353862295
404,DTAL097,DTAL_008_101_2_2021_2_308_229,Newtownards,Nokia,XS-010X-Q,SMBS03458810,3FE49337AOCK504,3FE49331BAAA425,18.1km,On-Net,N,439 days : 2hrs : 30s,427 days : 1 hr : 46 mins,VMIE->DTAL097,Residential,54.5735124864218,-5.70420484924878
405,DTAL097,DTAL_008_101_2_2021_2_308_230,Newtownards,Nokia,XS-010X-Q,SMBS03458811,3FE49337AOCK505,3FE49331BAAA426,18.1km,On-Net,N,440 days : 2hrs : 30s,428 days : 1 hr : 46 mins,VMIE->DTAL097,Residential,54.5850318875046,-5.70084749036662
406,DTAL097,DTAL_0010_101_2_2021_2_308_26,Newtownards,Nokia,XS-010X-Q,SMBS03458812,3FE49337AOCK506,3FE49331BAAA427,18.1km,On-Net,N,441 days : 2hrs : 30s,429 days : 1 hr : 46 mins,VMIE->DTAL097,Residential,54.6085275916257,-5.69977313552433
407,DTAL097,DTAL_0010_101_2_2021_2_308_26,Newtownards,Nokia,XS-010X-Q,SMBS03458813,3FE49337AOCK507,3FE49331BAAA428,18.1km,On-Net,N,442 days : 2hrs : 30s,430 days : 1 hr : 46 mins,VMIE->DTAL097,Residential,54.5970148344577,-5.72220029285718
408,DTAL097,DTAL_008_101_2_2021_2_308_231,Newtownards,Nokia,XS-010X-Q,SMBS03458814,3FE49337AOCK508,3FE49331BAAA429,18.1km,On-Net,N,443 days : 2hrs : 30s,431 days : 1 hr : 46 mins,VMIE->DTAL097,Residential,54.5974816311722,-5.7239461194759
409,DTAL097,DTAL_008_101_2_2021_2_308_232,Newtownards,Nokia,XS-010X-Q,SMBS03458815,3FE49337AOCK509,3FE49331BAAA430,18.1km,On-Net,N,444 days : 2hrs : 30s,432 days : 1 hr : 46 mins,VMIE->DTAL097,Residential,54.5995043551034,-5.68970105887783
410,DTAL097,DTAL_0010_101_2_2021_2_308_26,Newtownards,Nokia,XS-010X-Q,SMBS03458816,3FE49337AOCK510,3FE49331BAAA431,18.1km,On-Net,N,445 days : 2hrs : 30s,433 days : 1 hr : 46 mins,VMIE->DTAL097,Residential,54.6011380203135,-5.6820462806265
411,DTAL097,DTAL_0010_101_2_2021_2_308_26,Newtownards,Nokia,XS-010X-Q,SMBS03458817,3FE49337AOCK511,3FE49331BAAA432,18.1km,On-Net,N,446 days : 2hrs : 30s,434 days : 1 hr : 46 mins,VMIE->DTAL097,Residential,54.5973260328619,-5.70689073635451
412,DTAL097,DTAL_008_101_2_2021_2_308_233,Newtownards,Nokia,XS-010X-Q,SMBS03458818,3FE49337AOCK512,3FE49331BAAA433,18.1km,On-Net,N,447 days : 2hrs : 30s,435 days : 1 hr : 46 mins,VMIE->DTAL097,Residential,54.597637228888,-5.67385432495402
413,DTAL098,DTAL_008_101_2_2021_2_308_234,Bangor,Nokia,XS-010X-Q,SMBS03458819,3FE49337AOCK513,3FE49331BAAA434,18.1km,On-Net,N,448 days : 2hrs : 30s,436 days : 1 hr : 46 mins,VMIE->DTAL098,Residential,54.6672631411033,-5.65531170219673
414,DTAL098,DTAL_0010_101_2_2021_2_308_26,Bangor,Nokia,XS-010X-Q,SMBS03458820,3FE49337AOCK514,3FE49331BAAA435,18.1km,On-Net,N,449 days : 2hrs : 30s,437 days : 1 hr : 46 mins,VMIE->DTAL098,Residential,54.6324877022836,-5.66825514171824
415,DTAL098,DTAL_0010_101_2_2021_2_308_26,Bangor,Nokia,XS-010X-Q,SMBS03458821,3FE49337AOCK515,3FE49331BAAA436,18.1km,On-Net,N,450 days : 2hrs : 30s,438 days : 1 hr : 46 mins,VMIE->DTAL098,Residential,54.6363346542927,-5.68233013432323
416,DTAL098,DTAL_008_101_2_2021_2_308_235,Bangor,Nokia,XS-010X-Q,SMBS03458822,3FE49337AOCK516,3FE49331BAAA437,18.1km,On-Net,N,451 days : 2hrs : 30s,439 days : 1 hr : 46 mins,VMIE->DTAL098,Residential,54.6451586397755,-5.62974439806289
417,DTAL098,DTAL_008_101_2_2021_2_308_236,Bangor,Nokia,XS-010X-Q,SMBS03458823,3FE49337AOCK517,3FE49331BAAA438,18.1km,On-Net,N,452 days : 2hrs : 30s,440 days : 1 hr : 46 mins,VMIE->DTAL098,Residential,54.6474208916788,-5.69894644503747
418,DTAL098,DTAL_0010_101_2_2021_2_308_26,Bangor,Nokia,XS-010X-Q,SMBS03458824,3FE49337AOCK518,3FE49331BAAA439,18.1km,On-Net,N,453 days : 2hrs : 30s,441 days : 1 hr : 46 mins,VMIE->DTAL098,Residential,54.6502485295086,-5.71302143764247
419,DTAL098,DTAL_0010_101_2_2021_2_308_26,Bangor,Nokia,XS-010X-Q,SMBS03458825,3FE49337AOCK519,3FE49331BAAA440,18.1km,On-Net,N,454 days : 2hrs : 30s,442 days : 1 hr : 46 mins,VMIE->DTAL098,Residential,54.666122639547,-5.62598486058613
420,DTAL098,DTAL_008_101_2_2021_2_308_237,Bangor,Nokia,XS-010X-Q,SMBS03458826,3FE49337AOCK520,3FE49331BAAA441,18.1km,On-Net,N,455 days : 2hrs : 30s,443 days : 1 hr : 46 mins,VMIE->DTAL098,Residential,54.6438143532216,-5.6274431013292
421,DTAL098,DTAL_008_101_2_2021_2_308_238,Bangor,Nokia,XS-010X-Q,SMBS03458827,3FE49337AOCK521,3FE49331BAAA442,18.1km,On-Net,N,456 days : 2hrs : 30s,444 days : 1 hr : 46 mins,VMIE->DTAL098,Residential,54.6659352259792,-5.68593475780117
422,DTAL098,DTAL_0010_101_2_2021_2_308_26,Bangor,Nokia,XS-010X-Q,SMBS03458828,3FE49337AOCK522,3FE49331BAAA443,18.1km,On-Net,N,457 days : 2hrs : 30s,445 days : 1 hr : 46 mins,VMIE->DTAL098,Residential,54.668371534913,-5.65806615693364
423,DTAL098,DTAL_0010_101_2_2021_2_308_26,Bangor,Nokia,XS-010X-Q,SMBS03458829,3FE49337AOCK523,3FE49331BAAA444,18.1km,On-Net,N,458 days : 2hrs : 30s,446 days : 1 hr : 46 mins,VMIE->DTAL098,Residential,54.6676219169597,-5.65741804993672
424,DTAL098,DTAL_008_101_2_2021_2_308_239,Bangor,Nokia,XS-010X-Q,SMBS03458830,3FE49337AOCK524,3FE49331BAAA445,18.1km,On-Net,N,459 days : 2hrs : 30s,447 days : 1 hr : 46 mins,VMIE->DTAL098,Residential,54.6679967276657,-5.65936237092748
425,DTAL098,DTAL_008_101_2_2021_2_308_240,Bangor,Nokia,XS-010X-Q,SMBS03458831,3FE49337AOCK525,3FE49331BAAA446,18.1km,On-Net,N,460 days : 2hrs : 30s,448 days : 1 hr : 46 mins,VMIE->DTAL098,Residential,54.6625616338894,-5.71218309117641
426,DTAL098,DTAL_0010_101_2_2021_2_308_26,Bangor,Nokia,XS-010X-Q,SMBS03458832,3FE49337AOCK526,3FE49331BAAA447,18.1km,On-Net,N,461 days : 2hrs : 30s,449 days : 1 hr : 46 mins,VMIE->DTAL098,Residential,54.6673408066603,-5.68237016931812
427,DTAL098,DTAL_0010_101_2_2021_2_308_26,Bangor,Nokia,XS-010X-Q,SMBS03458833,3FE49337AOCK527,3FE49331BAAA448,18.1km,On-Net,N,462 days : 2hrs : 30s,450 days : 1 hr : 46 mins,VMIE->DTAL098,Residential,54.6662163460067,-5.68350435656273
428,DTAL098,DTAL_008_101_2_2021_2_308_241,Bangor,Nokia,XS-010X-Q,SMBS03458834,3FE49337AOCK528,3FE49331BAAA449,18.1km,On-Net,N,463 days : 2hrs : 30s,451 days : 1 hr : 46 mins,VMIE->DTAL098,Residential,54.6485019842075,-5.70229945947339
429,DTAL098,DTAL_008_101_2_2021_2_308_242,Bangor,Nokia,XS-010X-Q,SMBS03458835,3FE49337AOCK529,3FE49331BAAA450,18.1km,On-Net,N,464 days : 2hrs : 30s,452 days : 1 hr : 46 mins,VMIE->DTAL098,Residential,54.6391261816381,-5.64380780300142
430,DTAL098,DTAL_0010_101_2_2021_2_308_26,Bangor,Nokia,XS-010X-Q,SMBS03458836,3FE49337AOCK530,3FE49331BAAA451,18.1km,On-Net,N,465 days : 2hrs : 30s,453 days : 1 hr : 46 mins,VMIE->DTAL098,Residential,54.6613433234457,-5.67718531334276
431,DTAL098,DTAL_0010_101_2_2021_2_308_26,Bangor,Nokia,XS-010X-Q,SMBS03458837,3FE49337AOCK531,3FE49331BAAA452,18.1km,On-Net,N,466 days : 2hrs : 30s,454 days : 1 hr : 46 mins,VMIE->DTAL098,Residential,54.655920686209,-5.63492466216864
432,DTAL098,DTAL_008_101_2_2021_2_308_243,Bangor,Nokia,XS-010X-Q,SMBS03458838,3FE49337AOCK532,3FE49331BAAA453,18.1km,On-Net,N,467 days : 2hrs : 30s,455 days : 1 hr : 46 mins,VMIE->DTAL098,Residential,54.6459954084123,-5.662164189747
433,DTAL098,DTAL_008_101_2_2021_2_308_244,Bangor,Nokia,XS-010X-Q,SMBS03458839,3FE49337AOCK533,3FE49331BAAA454,18.1km,On-Net,N,468 days : 2hrs : 30s,456 days : 1 hr : 46 mins,VMIE->DTAL098,Residential,54.6444953328103,-5.6746402494377
434,DTAL098,DTAL_0010_101_2_2021_2_308_26,Bangor,Nokia,XS-010X-Q,SMBS03458840,3FE49337AOCK534,3FE49331BAAA455,18.1km,On-Net,N,469 days : 2hrs : 30s,457 days : 1 hr : 46 mins,VMIE->DTAL098,Residential,54.6444015762472,-5.6778807844223
435,DTAL098,DTAL_0010_101_2_2021_2_308_26,Bangor,Nokia,XS-010X-Q,SMBS03458841,3FE49337AOCK535,3FE49331BAAA456,18.1km,On-Net,N,470 days : 2hrs : 30s,458 days : 1 hr : 46 mins,VMIE->DTAL098,Residential,54.6497453552379,-5.70850384002674
436,DTAL098,DTAL_008_101_2_2021_2_308_245,Bangor,Nokia,XS-010X-Q,SMBS03458842,3FE49337AOCK536,3FE49331BAAA457,18.1km,On-Net,N,471 days : 2hrs : 30s,459 days : 1 hr : 46 mins,VMIE->DTAL098,Residential,54.6620240093665,-5.71287856225594
437,DTAL098,DTAL_008_101_2_2021_2_308_246,Bangor,Nokia,XS-010X-Q,SMBS03458843,3FE49337AOCK537,3FE49331BAAA458,18.1km,On-Net,N,472 days : 2hrs : 30s,460 days : 1 hr : 46 mins,VMIE->DTAL098,Residential,54.6672717676731,-5.68176942640381
438,DTAL101,DTAL_0010_101_2_2021_2_308_26,Dundalk Zone 1,Nokia,XS-010X-Q,SMBS03458844,3FE49337AOCK538,3FE49331BAAA459,18.1km,On-Net,N,473 days : 2hrs : 30s,461 days : 1 hr : 46 mins,VMIE->DTAL101,Residential,54.0136506084565,-6.42455514211185
439,DTAL101,DTAL_0010_101_2_2021_2_308_26,Dundalk Zone 1,Nokia,XS-010X-Q,SMBS03458845,3FE49337AOCK539,3FE49331BAAA460,18.1km,On-Net,N,474 days : 2hrs : 30s,462 days : 1 hr : 46 mins,VMIE->DTAL101,Residential,54.0168281986601,-6.42410447385305
440,DTAL101,DTAL_008_101_2_2021_2_308_247,Dundalk Zone 1,Nokia,XS-010X-Q,SMBS03458846,3FE49337AOCK540,3FE49331BAAA461,18.1km,On-Net,N,475 days : 2hrs : 30s,463 days : 1 hr : 46 mins,VMIE->DTAL101,Residential,54.0100093213144,-6.42342847146484
441,DTAL101,DTAL_008_101_2_2021_2_308_248,Dundalk Zone 1,Nokia,XS-010X-Q,SMBS03458847,3FE49337AOCK541,3FE49331BAAA462,18.1km,On-Net,N,476 days : 2hrs : 30s,464 days : 1 hr : 46 mins,VMIE->DTAL101,Residential,54.0144450287598,-6.41373910390059
442,DTAL101,DTAL_0010_101_2_2021_2_308_26,Dundalk Zone 1,Nokia,XS-010X-Q,SMBS03458848,3FE49337AOCK542,3FE49331BAAA463,18.1km,On-Net,N,477 days : 2hrs : 30s,465 days : 1 hr : 46 mins,VMIE->DTAL101,Residential,54.008817558132,-6.42478047624125
443,DTAL101,DTAL_0010_101_2_2021_2_308_26,Dundalk Zone 1,Nokia,XS-010X-Q,SMBS03458849,3FE49337AOCK543,3FE49331BAAA464,18.1km,On-Net,N,478 days : 2hrs : 30s,466 days : 1 hr : 46 mins,VMIE->DTAL101,Residential,54.0099431131441,-6.40326106688343
444,DTAL101,DTAL_008_101_2_2021_2_308_249,Dundalk Zone 1,Nokia,XS-010X-Q,SMBS03458850,3FE49337AOCK544,3FE49331BAAA465,18.1km,On-Net,N,479 days : 2hrs : 30s,467 days : 1 hr : 46 mins,VMIE->DTAL101,Residential,54.0108038111411,-6.4159924451946
445,DTAL101,DTAL_008_101_2_2021_2_308_250,Dundalk Zone 1,Nokia,XS-010X-Q,SMBS03458851,3FE49337AOCK545,3FE49331BAAA466,18.1km,On-Net,N,480 days : 2hrs : 30s,468 days : 1 hr : 46 mins,VMIE->DTAL101,Residential,54.0083540854547,-6.41903445594152
